user_id,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_negative
00381E27-59ED-4DD2-8F37-79029E835B7B,2673.875,6385.836680449555,,,78.25,206.5452432277248,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
006119FD-F456-4756-ABC9-34C2252FE006,0.125,0.33071891388307384,,,0.125,0.33071891388307384,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
00699E58-8403-490B-AADD-756D5ED20FA4,35.25,24.827152474659677,,,0.95,1.3955285736952863,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
006B5937-97F2-41F6-A253-049416EC806C,6.6,2.3958297101421877,,,0.1,0.4358898943540673,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
00892D14-6742-46C3-AD97-F43303697FAD,25.0,8.48528137423857,,,2.0,0.0,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
00C51755-857E-45DF-AE24-0824CF3B8B78,2.2,1.222020185321557,,,0.2,0.7483314773547879,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
00DCCBAE-664F-46DC-9563-429D97B712DD,1115.0,1948.2744159896984,,,15.6,22.913751329714653,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
00E753C9-970A-4E44-9528-4DEF7780C33A,1193.0,577.0,,,20.0,7.0,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
00EB0ED9-9570-4E1C-90CD-6CAE676A8227,261.8,193.39844880453413,,,4.05,2.71062723368596,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
016327DF-663C-4F6F-A03C-CFC7EA2B0DC6,52.5,25.5,,,2.0,1.0,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
01817A61-3B42-4E67-BB03-4F70BFE9D453,1.0,2.503331114069145,,,0.0,0.0,,,0.0,0.0,0.7481208443641663,0.0,1.0,0.0,1.0,0.0
