user_id,post_md_like_mean,post_md_like_std,post_md_retweet_mean,post_md_retweet_std,post_md_reply_mean,post_md_reply_std,post_md_quote_mean,post_md_quote_std,post_text_length_mean,post_text_length_std,post_sentiment_score_mean,post_sentiment_score_std,post_sentiment_numeric_mean,post_sentiment_numeric_std,post_sentiment_numeric_prop_positive,post_sentiment_numeric_prop_neutral,post_sentiment_numeric_prop_negative
00381E27-59ED-4DD2-8F37-79029E835B7B,2673.875,6385.836680449555,,,78.25,206.5452432277248,,,,,,,,,,,
006119FD-F456-4756-ABC9-34C2252FE006,0.125,0.33071891388307384,,,0.125,0.33071891388307384,,,,,,,,,,,
00699E58-8403-490B-AADD-756D5ED20FA4,35.25,24.827152474659677,,,0.95,1.3955285736952863,,,,,,,,,,,
006B5937-97F2-41F6-A253-049416EC806C,6.6,2.3958297101421877,,,0.1,0.4358898943540673,,,,,,,,,,,
00892D14-6742-46C3-AD97-F43303697FAD,25.0,8.48528137423857,,,2.0,0.0,,,,,,,,,,,
00C51755-857E-45DF-AE24-0824CF3B8B78,2.2,1.222020185321557,,,0.2,0.7483314773547879,,,,,,,,,,,
00DCCBAE-664F-46DC-9563-429D97B712DD,1115.0,1948.2744159896984,,,15.6,22.913751329714653,,,,,,,,,,,
00E753C9-970A-4E44-9528-4DEF7780C33A,1193.0,577.0,,,20.0,7.0,,,,,,,,,,,
00EB0ED9-9570-4E1C-90CD-6CAE676A8227,261.8,193.39844880453413,,,4.05,2.71062723368596,,,,,,,,,,,
016327DF-663C-4F6F-A03C-CFC7EA2B0DC6,52.5,25.5,,,2.0,1.0,,,,,,,,,,,
01817A61-3B42-4E67-BB03-4F70BFE9D453,1.0,2.503331114069145,,,0.0,0.0,,,,,,,,,,,
01A8870D-CBC4-4F7A-AE10-7B17D9CF984A,135.0,17.0,,,10.0,9.0,,,,,,,,,,,
01BDB544-B668-4B52-B3DA-11E7155BECCA,205.7,263.88010535089603,,,15.5,12.765187033490735,,,,,,,,,,,
01EE3565-61FB-49E2-8436-016B49A886D8,19.75,7.7516127354248034,,,1.25,1.5771810295587503,,,,,,,,,,,
02679B6B-DCB4-4E0C-8936-8DCE3E1CD173,87.5,64.5,,,12.5,2.5,,,,,,,,,,,
0291ACE1-4B7B-4F89-AAB5-C61CB4B88923,51.0,43.149739280788246,,,2.15,3.927785635698567,,,,,,,,,,,
03070699-C08C-416D-A73E-8F1AA08B9065,3309.1,3970.8448206899243,,,44.4,43.369805164422864,,,,,,,,,,,
04347E28-70B7-4D85-B4A9-102D5B6B5085,8154.05,15633.420689263752,,,293.15,473.4894164603893,,,,,,,,,,,
04591C63-37B5-407D-88A4-E33856CF9B04,31.125,5.9041828393097715,,,3.1875,2.788788939665388,,,,,,,,,,,
048B0E0A-B162-411B-99F1-407531F508DE,4.0,0.0,,,1.0,0.0,,,,,,,,,,,
057E94C7-8E0D-4829-AE02-DFA1D17E8BFB,19.2,16.329727493133497,,,0.75,1.0428326807307104,,,,,,,,,,,
0582E53D-9B16-4534-8DC7-843F1DDC25D7,5.0,0.0,,,0.0,0.0,,,,,,,,,,,
05D9FC1E-B5AD-49AC-97D0-2E561E4B2DF7,4.0,0.0,,,0.0,0.0,,,,,,,,,,,
0642D5EC-4A4D-4B7F-B096-3A5753B04A58,30.5,4.5,,,8.0,0.0,,,,,,,,,,,
066B63E3-B417-4E10-92F2-2FC6E07A6383,50.5,44.5,,,10.5,5.5,,,,,,,,,,,
06948C6C-0C03-4C73-BB4A-E6D82C838E67,2372.5,5821.783760154614,,,19.3,32.250736425700424,,,,,,,,,,,
06FD51E2-BD2F-4D2E-865A-C485BA309943,95.66666666666667,80.17619485995966,,,4.333333333333333,3.39934634239519,,,,,,,,,,,
074C94E5-67CF-4423-9803-1F2027C5D854,5138.823529411765,15486.337193627825,,,46.11764705882353,114.23808078021102,,,,,,,,,,,
0759FCED-2405-445F-ABFA-4E423A9208B2,0.0,0.0,,,0.0,0.0,,,,,,,,,,,
07C5C66F-D3E9-4231-90B6-621D54E629D7,82.2,78.10864228752156,,,11.75,15.738090735537142,,,,,,,,,,,
0801158A-3E5F-4B79-8577-0F5D31851B7E,218715.0,582253.5738619386,,,1096.45,2881.5777184556378,,,,,,,,,,,
0854F5C1-77BB-4425-B90B-1B0BE5FD363C,74.4,98.67948114983176,,,6.4,6.6211781428987395,,,,,,,,,,,
08843DCB-DD12-4D94-AA51-408E5C3549C7,99.1,132.66608458833778,,,6.2,11.3251931550857,,,,,,,,,,,
0890F845-4DCB-4869-9BFF-87991FE966C3,1053.85,1110.4394299105197,,,858.05,1145.4769519724086,,,,,,,,,,,
08C978F8-326B-44AC-ABF8-56D7D5D0CD7F,73.8,70.82344244669274,,,6.6,7.2691127381545,,,,,,,,,,,
08D47894-BDFD-4DF4-9371-09C3E1835C2B,33359.85,60322.399066412305,,,754.45,2590.6884118897815,,,,,,,,,,,
090EBFB9-45D2-4165-B62C-32BD2F37FD0E,3.2,3.919183588453085,,,0.0,0.0,,,,,,,,,,,
0913AAF8-97F3-4E53-9EEE-B828F034ADB0,2637.05,9807.129587575562,,,72.8,253.50080867721115,,,,,,,,,,,
09653DA9-50AB-4007-AA1C-7B08A8F7A2AB,1526.7,2530.505168933666,,,54.1,74.06409386470612,,,,,,,,,,,
097020E3-941A-4CC9-85D1-18F49906A32C,6901.15,5854.008227488239,,,234.55,168.66311837506146,,,,,,,,,,,
099F7149-AE69-44CF-9238-942E8C4C0395,2.6,0.8,,,0.0,0.0,,,,,,,,,,,
09D47489-F469-4D40-8432-70569BF0676D,24329.1,24885.198333346667,,,180.8,139.07681330832972,,,,,,,,,,,
0A0C5382-C78F-4423-B2D4-9290CDE115EA,749.25,2408.0669815227316,,,10.8,40.90916767669564,,,,,,,,,,,
0A3051B7-E35A-4C1D-94C1-3EB1941DBE90,27.5,39.080046059338265,,,0.0,0.0,,,,,,,,,,,
0A3377AB-31C2-4239-9131-D3951E41E9EC,56.0,0.0,,,19.0,0.0,,,,,,,,,,,
0A38749D-72F0-4A31-94D1-8440E0E2C7A2,135.0,17.0,,,11.0,8.0,,,,,,,,,,,
0A8E7B03-701B-4CBB-BF81-9A3D52C10352,6.222222222222222,1.4740554623801778,,,0.1111111111111111,0.31426968052735443,,,,,,,,,,,
0ABAD913-4F73-4147-99BB-9AC6C9D95DDD,6360.65,6835.550725983971,,,52.1,41.3580705546088,,,,,,,,,,,
0ACE426E-C9D0-4FE8-9ADC-D5E8525740EE,2122.35,2519.1987471217903,,,19.9,21.933763926877663,,,,,,,,,,,
0B0C2FDA-FDDF-4DB6-9D19-8BE9DF99E123,2.0,0.0,,,0.0,0.0,,,,,,,,,,,
